indx,lw,sw,press,sph,prec,tair,uw,vw,swe,sm,Qsim,FNF
1980-10-31,274.77630,178.75334,86254.85000,0.44521,1.31927,286.28198,-0.15386,0.60168,0.00000,0.37084,0.16948,0.29263
1980-11-30,261.13055,116.12727,86370.98000,0.37456,1.88871,280.55900,0.08355,0.69989,0.00000,0.37406,0.13111,0.35966
1980-12-31,255.04346,93.40237,86280.11000,0.38726,4.58678,278.99250,-0.23103,1.18409,3.02691,0.39818,0.14062,0.76816
1981-01-31,261.96720,97.88650,86008.21000,0.41381,9.98580,277.39362,-0.33203,2.13218,8.02061,0.51586,0.54062,1.40386
1981-02-28,262.77728,137.64188,86182.74000,0.41797,4.78753,277.27158,-0.37142,1.21512,133.65558,0.64906,3.01761,2.55262
1981-03-31,262.90317,182.27985,85798.12500,0.43092,7.74055,276.91794,0.13914,1.27425,94.87585,0.67610,4.65090,3.14026
1981-04-30,265.19824,276.55453,85976.26000,0.54099,1.79655,282.05472,0.39247,0.79921,118.74984,0.69134,3.89065,3.56135
1981-05-31,283.30878,309.06543,85821.65000,0.65521,2.30392,284.83290,1.04296,0.33662,19.08949,0.65884,2.17565,2.48613
1981-06-30,300.62494,333.31897,86056.26000,0.75886,0.06492,291.20190,0.91543,-0.10963,0.13911,0.60406,0.77843,0.66834
1981-07-31,296.86743,349.01025,86098.41400,0.67086,0.00207,293.09732,0.55611,1.64166,0.00000,0.49940,0.42285,0.23291
1981-08-31,301.66797,312.66600,86052.58600,0.61560,0.00168,294.13525,0.50174,2.10910,0.00000,0.42242,0.27624,0.16918
1981-09-30,301.25630,232.82785,86098.13000,0.56547,1.29140,290.80313,0.76446,1.17386,0.00000,0.36324,0.19773,0.00000
1981-10-31,274.20530,157.43236,85954.92000,0.48743,7.08482,282.26486,0.01866,1.25895,0.00000,0.35940,0.16844,0.55658
1981-11-30,279.24835,100.19236,85963.42000,0.50825,20.03476,279.14035,0.24574,3.17357,10.56227,0.52350,8.43953,8.78296
1981-12-31,279.67587,71.79366,86060.88000,0.46344,17.29599,277.14780,0.84584,2.73426,56.03461,0.71865,12.85714,10.76754
1982-01-31,246.09360,103.44656,85951.66000,0.31436,8.55770,273.37085,0.23431,1.16091,138.80962,0.73098,5.83921,5.20836
1982-02-28,262.66876,139.14102,86165.69500,0.44808,10.22569,276.97177,-0.04272,1.20488,286.67430,0.67156,11.49719,10.26615
1982-03-31,269.54684,174.66774,85602.74000,0.41914,13.54108,275.50995,0.20986,3.18665,184.67235,0.70153,6.78260,6.48558
1982-04-30,268.63107,243.31131,86033.07000,0.44575,12.89946,278.67123,-0.09792,2.43418,362.69495,0.69217,12.75889,12.67347
1982-05-31,268.34340,340.20746,85825.01000,0.60460,0.27632,285.51224,0.10099,0.04329,303.35907,0.70389,6.69248,8.80752
1982-06-30,294.32910,317.12378,85840.81000,0.77010,1.23653,287.07138,0.55966,1.49780,106.39077,0.62436,3.70838,4.36571
1982-07-31,302.79590,341.80206,86120.15000,0.81812,0.25154,291.56567,0.62959,1.75026,18.11884,0.56653,1.38035,1.40067
1982-08-31,306.94766,302.44513,86196.62000,0.74752,0.12183,292.26022,0.43063,2.12263,0.30177,0.46982,0.43589,0.36676
1982-09-30,293.52698,219.13275,85953.76000,0.61355,3.58774,287.50275,0.04747,-0.19707,0.00000,0.40546,0.28354,0.41721
1982-10-31,275.11722,167.10660,86132.78000,0.50471,7.86349,282.69595,-0.35341,1.01610,0.18569,0.45901,0.49260,1.65326
1982-11-30,260.92667,108.95524,85718.72000,0.38532,11.61588,276.52588,0.22308,1.93057,7.20518,0.62665,2.56830,2.72778
1982-12-31,252.14207,85.74124,85987.76600,0.37102,9.66688,274.75662,-0.20301,0.87265,110.13270,0.72427,7.27228,5.00676
1983-01-31,265.47730,98.02740,86002.37000,0.39760,9.53663,276.52330,-0.30122,1.92744,208.24360,0.67341,5.90045,4.28986
1983-02-28,286.67584,121.53503,85649.24000,0.46835,17.55504,276.19467,0.14330,4.02606,267.08948,0.70268,10.01733,8.67736
1983-03-31,294.68286,158.95813,85472.41000,0.51150,18.41140,275.96725,0.33492,4.04415,432.43158,0.71428,13.79040,12.83634
1983-04-30,276.00910,246.68488,85742.44500,0.47483,7.84773,277.23930,-0.42608,1.29835,557.24365,0.70224,6.22944,6.12834
1983-05-31,273.83218,331.53604,86135.73400,0.60877,1.39115,284.65378,-0.39983,0.14886,541.02660,0.72168,7.22567,9.90669
1983-06-30,290.63098,330.63324,85940.01600,0.72180,1.01062,287.98660,0.31872,1.25848,331.57740,0.66732,8.01421,10.21386
1983-07-31,289.77496,345.72702,86105.82000,0.76624,0.25764,289.85114,0.30602,1.86557,100.39679,0.60345,3.88531,3.81323
1983-08-31,313.26730,286.08475,86216.80500,0.85365,0.62666,291.66550,0.09729,2.53769,3.77556,0.50846,0.84319,0.85282
1983-09-30,298.56890,236.24455,86026.41400,0.72082,1.93658,290.12457,-0.05250,1.40562,0.09708,0.44185,0.37269,0.47362
1983-10-31,285.92545,171.40360,86160.87500,0.62106,4.22122,285.57462,0.05589,0.91894,0.01873,0.43937,0.27901,0.70941
1983-11-30,281.85860,91.21678,85780.33600,0.48984,19.68280,277.12073,0.79368,3.09078,0.04806,0.51471,7.20870,7.43325
1983-12-31,289.41638,66.93379,85856.60000,0.47753,18.90071,275.53467,1.31020,3.41222,108.88734,0.70280,11.44681,11.31013
1984-01-31,238.01747,111.47927,86426.94500,0.34020,0.60609,277.08140,-1.22231,-1.14071,261.61688,0.74047,4.52170,4.27324
1984-02-29,253.56343,136.31467,86129.20000,0.35650,8.14306,276.09262,-0.15371,1.43708,235.80873,0.64494,3.74088,3.60758
1984-03-31,266.21567,188.18062,86033.32000,0.45213,5.20713,279.19434,0.15918,0.37883,307.36084,0.67012,4.53752,4.51211
