indx,lw,sw,press,sph,prec,tair,uw,vw,swe,sm,Qsim,FNF
1980-10-31,260.62683,196.36363,83783.30000,0.37410,0.64155,286.15262,0.92497,-1.48664,0.27814,0.47701,0.35836,0.15493
1980-11-30,237.59705,138.77792,83934.48000,0.27715,0.25358,281.59915,0.99248,-1.46644,0.30116,0.47311,0.27380,0.15537
1980-12-31,234.75429,110.05389,83839.03000,0.28751,2.39320,279.11600,0.33711,-0.65537,0.32605,0.46606,0.25343,0.24051
1981-01-31,249.03930,112.75246,83586.95000,0.35223,5.93911,277.21280,0.29254,0.16844,28.63495,0.49750,0.22912,0.24566
1981-02-28,242.42955,153.24542,83610.62500,0.35861,1.78781,277.56690,0.88281,-0.64154,131.21832,0.56065,0.46222,0.50871
1981-03-31,256.24112,194.08313,83296.18000,0.43261,5.36025,276.69186,1.02426,-0.68123,126.46392,0.58591,0.99645,0.69802
1981-04-30,253.16454,267.81485,83470.65000,0.45356,1.70146,281.69843,1.13549,-1.29411,183.05275,0.63014,1.23658,1.44934
1981-05-31,271.95825,298.20706,83300.15000,0.52997,0.78127,284.42743,2.01627,-1.93464,127.46973,0.64588,2.44336,1.96278
1981-06-30,288.75600,338.21097,83550.19000,0.52089,0.00000,291.75864,1.98559,-1.95299,30.40891,0.62338,1.54190,1.10253
1981-07-31,288.66034,328.98660,83601.30000,0.44395,0.00142,293.02817,1.81099,-0.81689,0.28678,0.54291,0.43099,0.28763
1981-08-31,294.34800,296.24550,83597.16000,0.46387,0.03444,293.48102,1.50036,-0.97716,0.00000,0.48589,0.27901,0.09514
1981-09-30,289.48615,248.78534,83627.90000,0.49432,0.01015,290.20462,1.48594,-1.20816,0.00000,0.44952,0.20907,0.05048
1981-10-31,257.19680,175.37810,83462.24000,0.37735,2.52097,281.56840,1.15292,-0.97698,0.00000,0.42919,0.17120,0.12479
1981-11-30,260.59420,119.68400,83641.87500,0.43295,2.90142,279.85385,1.06955,-0.01383,22.85090,0.46539,0.17093,0.33358
1981-12-31,247.99974,100.76569,83683.63000,0.37076,3.26636,277.71722,1.69901,-0.90180,34.54145,0.52281,0.25458,0.40351
1982-01-31,232.86835,116.33305,83540.48000,0.31496,7.97091,274.74770,1.12971,-0.43291,58.72101,0.57427,1.01441,0.89480
1982-02-28,242.83241,154.72133,83596.24000,0.39348,2.81934,277.30383,1.09656,-0.83192,208.73811,0.62565,1.45673,1.22495
1982-03-31,256.53595,181.00195,83177.11000,0.40848,8.48903,275.63590,1.27746,0.64149,194.42104,0.65216,2.52402,1.73311
1982-04-30,251.90360,250.69107,83447.02000,0.44161,6.21481,279.09866,1.75098,-0.93021,313.90436,0.67576,5.01146,5.40892
1982-05-31,261.32730,320.03180,83265.90000,0.52998,0.19697,284.58447,1.40737,-1.40439,278.02863,0.68998,3.54771,4.74766
